dataset,model,nb_class,thread_time_mean,process_time_mean,raw_time_mean,liczba_regul_mean,srednia_dlugosc_reguly_mean,suma_warunkow_mean,train_acc_mean,test_acc_mean,train_bacc_mean,test_bacc_mean,thread_time_std,process_time_std,raw_time_std,liczba_regul_std,srednia_dlugosc_reguly_std,suma_warunkow_std,train_acc_std,test_acc_std,train_bacc_std,test_bacc_std
sick-euthyroid,RuleKit_mincov-5_measure-C2_maxNbRules-100,2,1.282,1.282,1.282,96.8,3.912,379.2,0.99,0.983,0.938,0.904,0.172,0.172,0.172,7.315,0.208,41.039,0.001,0.005,0.013,0.038
sick-euthyroid,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,2,0.474,0.474,0.474,10.6,4.742,50.2,0.973,0.971,0.941,0.925,0.148,0.148,0.148,0.966,0.26,4.59,0.009,0.009,0.008,0.03
sick-euthyroid,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,2,0.695,0.695,0.695,25.6,4.258,108.8,0.987,0.983,0.939,0.92,0.154,0.154,0.154,2.271,0.23,9.004,0.002,0.005,0.004,0.035
sick-euthyroid,RuleKit_mincov-5_measure-C2_maxNbRules-3,2,0.211,0.211,0.211,5.9,4.02,23.7,0.941,0.935,0.948,0.925,0.083,0.083,0.083,0.316,0.39,2.497,0.005,0.013,0.005,0.031
sick-euthyroid,RuleKit_mincov-5_measure-C2_maxNbRules-5,2,0.369,0.369,0.369,9.9,4.822,47.7,0.967,0.964,0.937,0.92,0.075,0.075,0.075,0.316,0.312,2.791,0.005,0.007,0.006,0.033
sick-euthyroid,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,2,0.965,0.965,0.965,51.6,3.994,205.5,0.989,0.984,0.936,0.913,0.136,0.136,0.136,4.088,0.242,12.607,0.001,0.005,0.012,0.033
sick-euthyroid,RuleKit_mincov-5_measure-Correlation,2,1.025,1.025,1.025,23.8,3.936,93.9,0.963,0.959,0.927,0.917,0.151,0.151,0.151,2.044,0.244,11.846,0.008,0.016,0.006,0.033
sick-euthyroid,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,2,0.927,0.927,0.927,20.0,4.415,88.3,0.929,0.928,0.925,0.915,0.095,0.095,0.095,0.0,0.403,8.056,0.025,0.03,0.01,0.036
sick-euthyroid,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,2,2.692,2.692,2.692,62.5,4.366,272.4,0.941,0.936,0.929,0.917,0.374,0.374,0.374,7.091,0.212,28.868,0.011,0.019,0.005,0.037
sick-euthyroid,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,2,0.519,0.519,0.519,4.5,3.983,18.0,0.891,0.889,0.9,0.88,0.128,0.128,0.128,1.08,0.235,4.922,0.03,0.029,0.017,0.033
sick-euthyroid,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,2,0.8,0.8,0.8,12.2,4.25,51.6,0.931,0.929,0.925,0.909,0.134,0.134,0.134,1.135,0.381,4.274,0.036,0.039,0.016,0.044
sick-euthyroid,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,2,0.327,0.327,0.327,6.0,4.4,26.4,0.911,0.911,0.914,0.904,0.13,0.13,0.13,0.0,0.238,1.43,0.029,0.03,0.015,0.027
sick-euthyroid,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,2,0.591,0.591,0.591,10.0,4.41,44.1,0.926,0.924,0.926,0.917,0.109,0.109,0.109,0.0,0.345,3.446,0.03,0.026,0.012,0.028
sick-euthyroid,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,2,1.241,1.241,1.241,24.0,4.339,104.1,0.935,0.93,0.925,0.914,0.151,0.151,0.151,2.309,0.191,10.949,0.017,0.023,0.009,0.037
sick-euthyroid,rulefit,2,4.133,226.843,4.133,22.9,3.28,74.9,0.988,0.985,0.91,0.895,0.277,15.624,0.277,2.079,0.191,5.567,0.001,0.004,0.01,0.039
sonar,AQ15,2,1.197,1.197,1.197,34.1,6.989,238.1,1.0,0.798,1.0,0.793,0.103,0.103,0.103,3.071,0.226,19.695,0.0,0.113,0.0,0.117
sonar,BRCG,2,11.036,599.514,11.037,15.6,3.494,54.5,0.941,0.583,0.94,0.576,2.189,115.532,2.19,1.43,0.347,7.23,0.019,0.114,0.019,0.112
sonar,CN2_default,2,4.602,4.606,4.603,39.4,1.106,43.6,1.0,0.707,1.0,0.706,0.329,0.329,0.329,2.797,0.037,3.836,0.0,0.105,0.0,0.105
sonar,CN2_v2,2,12.978,12.99,12.979,33.4,1.024,34.2,0.993,0.63,0.993,0.625,0.466,0.466,0.466,1.647,0.048,2.348,0.007,0.112,0.007,0.111
sonar,IDS,2,3.322,3.326,3.323,16.6,1.0,16.6,0.534,0.534,0.5,0.5,0.019,0.019,0.019,4.3,0.0,4.3,0.002,0.017,0.0,0.0
sonar,JRip,2,0.018,0.018,0.018,4.1,2.083,8.4,0.921,0.778,0.922,0.777,0.001,0.002,0.001,1.101,0.291,1.897,0.028,0.126,0.029,0.131
sonar,LORD,2,0.123,0.123,0.123,49.6,1.718,85.2,,0.697,,,0.118,0.118,0.118,3.658,0.055,6.973,,0.094,,
sonar,MLRules,2,0.412,0.418,0.412,100.0,9.269,926.9,1.0,0.812,1.0,0.808,0.015,0.016,0.015,0.0,0.286,28.552,0.0,0.11,0.0,0.112
sonar,OneR,2,0.002,0.002,0.002,5.8,1.0,5.8,0.768,0.615,0.763,0.609,0.0,0.0,0.0,2.781,0.0,2.781,0.013,0.136,0.014,0.137
sonar,RuleKit_mincov-10perMinClass_measure-C2,2,0.477,0.477,0.477,13.8,3.38,46.5,0.968,0.745,0.966,0.738,0.103,0.103,0.103,1.229,0.282,4.143,0.015,0.106,0.016,0.11
sonar,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,2,0.469,0.469,0.469,20.0,3.16,63.2,1.0,0.793,1.0,0.789,0.066,0.066,0.066,0.0,0.222,4.442,0.0,0.096,0.0,0.098
sonar,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,2,0.533,0.533,0.533,67.3,1.818,122.0,1.0,0.774,1.0,0.77,0.135,0.135,0.135,6.165,0.115,9.967,0.0,0.131,0.0,0.135
sonar,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,2,0.466,0.466,0.466,9.4,6.648,45.2,0.963,0.721,0.962,0.713,0.048,0.048,0.048,4.695,4.146,3.36,0.01,0.095,0.011,0.096
sonar,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,2,0.503,0.503,0.503,7.2,6.908,48.8,0.994,0.687,0.994,0.68,0.111,0.111,0.111,1.033,1.207,4.492,0.007,0.102,0.007,0.105
sonar,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,2,0.449,0.449,0.449,6.0,8.067,48.4,0.992,0.688,0.992,0.681,0.112,0.112,0.112,0.0,0.734,4.402,0.006,0.121,0.006,0.124
sonar,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,2,0.471,0.471,0.471,10.0,5.14,51.4,0.999,0.741,1.0,0.735,0.105,0.105,0.105,0.0,0.602,6.022,0.002,0.082,0.002,0.084
sonar,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,2,0.46,0.46,0.46,14.4,3.706,52.9,1.0,0.783,1.0,0.777,0.055,0.055,0.055,1.578,0.416,4.067,0.0,0.086,0.0,0.09
sonar,RuleKit_mincov-10perMinClass_measure-Correlation,2,0.463,0.463,0.463,8.0,8.731,69.7,0.973,0.731,0.971,0.722,0.08,0.08,0.08,0.667,1.014,9.358,0.007,0.101,0.007,0.105
sonar,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,2,0.572,0.572,0.572,19.9,7.867,156.6,0.994,0.764,0.994,0.756,0.101,0.101,0.101,0.316,0.671,14.152,0.004,0.12,0.004,0.124
sonar,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,2,0.629,0.629,0.629,42.0,7.525,316.4,0.995,0.73,0.994,0.724,0.077,0.077,0.077,3.916,0.591,42.264,0.004,0.104,0.004,0.109
sonar,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,2,0.433,0.433,0.433,8.0,8.731,69.7,0.973,0.731,0.971,0.722,0.045,0.045,0.045,0.667,1.014,9.358,0.007,0.101,0.007,0.105
sonar,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,2,0.554,0.554,0.554,4.0,13.875,55.5,0.971,0.702,0.97,0.688,0.112,0.112,0.112,0.0,0.915,3.659,0.014,0.09,0.016,0.093
sonar,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,2,0.538,0.538,0.538,6.0,10.85,65.1,0.993,0.735,0.992,0.727,0.069,0.069,0.069,0.0,0.541,3.247,0.005,0.09,0.005,0.092
sonar,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,2,0.461,0.461,0.461,10.0,8.83,88.3,0.994,0.74,0.993,0.731,0.031,0.031,0.031,0.0,0.562,5.618,0.006,0.065,0.006,0.071
sonar,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,2,0.545,0.545,0.545,8.4,9.395,78.7,0.993,0.76,0.993,0.753,0.091,0.091,0.091,0.843,0.687,7.349,0.005,0.079,0.005,0.086
sonar,RuleKit_mincov-5_measure-C2,2,0.462,0.462,0.462,21.5,2.747,58.9,0.99,0.783,0.99,0.78,0.132,0.132,0.132,2.121,0.192,5.446,0.007,0.101,0.008,0.105
sonar,RuleKit_mincov-5_measure-C2_maxNbRules-10,2,0.558,0.558,0.558,20.0,3.16,63.2,1.0,0.793,1.0,0.789,0.079,0.079,0.079,0.0,0.222,4.442,0.0,0.096,0.0,0.098
sonar,RuleKit_mincov-5_measure-C2_maxNbRules-100,2,0.544,0.544,0.544,67.3,1.818,122.0,1.0,0.774,1.0,0.77,0.1,0.1,0.1,6.165,0.115,9.967,0.0,0.131,0.0,0.135
sonar,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,2,0.425,0.425,0.425,4.2,11.242,46.5,0.973,0.697,0.972,0.689,0.054,0.054,0.054,0.632,1.531,3.504,0.016,0.087,0.017,0.087
sonar,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,2,0.456,0.456,0.456,11.2,4.717,52.1,0.999,0.75,0.999,0.743,0.069,0.069,0.069,1.033,0.913,6.173,0.002,0.065,0.002,0.067
sonar,RuleKit_mincov-5_measure-C2_maxNbRules-3,2,0.48,0.48,0.48,6.0,8.067,48.4,0.992,0.688,0.992,0.681,0.104,0.104,0.104,0.0,0.734,4.402,0.006,0.121,0.006,0.124
sonar,RuleKit_mincov-5_measure-C2_maxNbRules-5,2,0.487,0.487,0.487,10.0,5.14,51.4,0.999,0.741,1.0,0.735,0.126,0.126,0.126,0.0,0.602,6.022,0.002,0.082,0.002,0.084
sonar,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,2,0.535,0.535,0.535,22.2,2.953,65.3,1.0,0.798,1.0,0.796,0.085,0.085,0.085,2.201,0.214,5.229,0.0,0.11,0.0,0.114
sonar,RuleKit_mincov-5_measure-Correlation,2,0.505,0.505,0.505,12.9,8.024,103.6,0.982,0.745,0.981,0.735,0.091,0.091,0.091,1.287,0.571,13.04,0.01,0.122,0.011,0.126
sonar,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,2,0.557,0.557,0.557,19.9,7.867,156.6,0.994,0.764,0.994,0.756,0.093,0.093,0.093,0.316,0.671,14.152,0.004,0.12,0.004,0.124
sonar,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,2,0.685,0.685,0.685,42.0,7.525,316.4,0.995,0.73,0.994,0.724,0.183,0.183,0.183,3.916,0.591,42.264,0.004,0.104,0.004,0.109
sonar,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,2,0.538,0.538,0.538,11.8,8.681,97.5,0.978,0.721,0.977,0.71,0.099,0.099,0.099,2.936,2.123,18.259,0.011,0.11,0.012,0.113
sonar,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,2,0.556,0.556,0.556,6.8,10.217,68.8,0.992,0.75,0.992,0.743,0.114,0.114,0.114,1.033,0.977,7.239,0.006,0.102,0.007,0.105
sonar,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,2,0.499,0.499,0.499,6.0,10.85,65.1,0.993,0.735,0.992,0.727,0.056,0.056,0.056,0.0,0.541,3.247,0.005,0.09,0.005,0.092
sonar,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,2,0.59,0.59,0.59,10.0,8.83,88.3,0.994,0.74,0.993,0.731,0.131,0.131,0.131,0.0,0.562,5.618,0.006,0.065,0.006,0.071
sonar,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,2,0.519,0.519,0.519,13.2,8.382,110.7,0.991,0.76,0.991,0.752,0.079,0.079,0.079,1.398,0.651,14.675,0.006,0.109,0.006,0.115
sonar,rulefit,2,0.988,5.473,0.988,28.9,2.707,78.2,0.971,0.778,0.968,0.769,0.047,0.543,0.047,1.197,0.254,7.554,0.024,0.115,0.026,0.121
soybean,AQ15,19,0.565,0.565,0.565,30.0,1.807,171.6,0.958,0.849,0.983,0.867,0.096,0.096,0.096,5.944,0.288,40.489,0.038,0.054,0.015,0.072
soybean,CN2_default,19,4.551,4.554,4.552,138.4,1.636,226.5,0.834,0.044,0.754,0.035,0.175,0.175,0.175,6.637,0.026,13.834,0.003,0.034,0.001,0.028
soybean,CN2_v2,19,0.749,0.75,0.749,69.9,1.805,126.2,0.803,0.039,0.728,0.028,0.022,0.022,0.022,1.853,0.056,5.412,0.01,0.041,0.008,0.021
soybean,IDS,19,5.052,5.059,5.052,16.8,1.977,33.2,0.378,0.382,0.2,0.204,0.603,0.604,0.603,3.553,0.03,6.973,0.06,0.067,0.024,0.026
soybean,JRip,19,0.031,5.536,0.126,25.4,1.83,46.5,0.949,0.911,0.972,0.932,0.002,17.408,0.299,1.075,0.093,3.44,0.013,0.03,0.012,0.021
soybean,LORD,19,0.121,0.121,0.121,87.6,3.72,325.9,,0.912,,,0.144,0.144,0.144,2.836,0.051,12.688,,0.028,,
soybean,MLRules,19,0.443,0.444,0.443,100.0,3.514,351.4,0.954,0.929,0.948,0.934,0.009,0.009,0.009,0.0,0.088,8.771,0.003,0.029,0.003,0.032
soybean,OneR,19,0.0,0.001,0.0,6.0,1.0,6.0,0.41,0.398,0.206,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.036,0.02,0.029
soybean,RuleKit_mincov-10perMinClass_measure-C2,19,0.682,0.682,0.682,40.4,3.272,132.3,0.945,0.905,0.964,0.928,0.082,0.082,0.082,1.647,0.109,9.274,0.011,0.025,0.006,0.022
soybean,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,19,0.648,0.648,0.648,61.2,3.511,215.0,0.97,0.915,0.986,0.951,0.04,0.04,0.04,2.573,0.068,12.138,0.004,0.018,0.003,0.011
soybean,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,19,0.942,0.942,0.942,80.7,3.838,309.9,0.979,0.93,0.991,0.96,0.109,0.109,0.109,2.452,0.121,17.413,0.006,0.031,0.002,0.018
soybean,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,19,0.533,0.533,0.533,40.0,3.093,123.7,0.935,0.905,0.971,0.947,0.058,0.058,0.058,0.943,0.072,2.983,0.009,0.026,0.006,0.019
soybean,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,19,0.662,0.662,0.662,61.5,3.522,216.7,0.97,0.915,0.986,0.951,0.081,0.081,0.081,2.718,0.065,12.544,0.004,0.018,0.003,0.011
soybean,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,19,0.562,0.562,0.562,33.3,3.054,101.7,0.916,0.89,0.962,0.935,0.051,0.051,0.051,0.675,0.053,2.058,0.01,0.031,0.005,0.017
soybean,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,19,0.607,0.607,0.607,44.7,3.215,143.7,0.944,0.912,0.973,0.95,0.066,0.066,0.066,0.949,0.084,4.244,0.01,0.035,0.008,0.013
soybean,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,19,0.761,0.761,0.761,75.9,3.81,289.5,0.978,0.931,0.991,0.96,0.124,0.124,0.124,4.012,0.127,23.651,0.005,0.031,0.003,0.018
soybean,RuleKit_mincov-10perMinClass_measure-Correlation,19,0.604,0.604,0.604,30.6,3.386,103.7,0.899,0.874,0.934,0.914,0.1,0.1,0.1,0.966,0.14,7.166,0.01,0.032,0.007,0.024
soybean,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,19,0.791,0.791,0.791,41.9,3.486,146.3,0.908,0.883,0.944,0.925,0.035,0.035,0.035,2.961,0.129,14.69,0.01,0.03,0.01,0.03
soybean,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,19,0.704,0.704,0.704,45.6,3.573,163.1,0.9,0.887,0.94,0.925,0.075,0.075,0.075,2.459,0.13,13.511,0.01,0.033,0.011,0.034
soybean,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,19,0.59,0.59,0.59,31.1,3.066,95.4,0.926,0.911,0.956,0.94,0.1,0.1,0.1,0.738,0.125,5.358,0.006,0.02,0.01,0.023
soybean,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,19,0.692,0.692,0.692,39.5,3.402,134.5,0.909,0.887,0.945,0.926,0.119,0.119,0.119,2.593,0.127,11.9,0.014,0.034,0.012,0.027
soybean,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,19,0.661,0.661,0.661,31.1,3.066,95.4,0.926,0.911,0.956,0.94,0.059,0.059,0.059,0.738,0.125,5.358,0.006,0.02,0.01,0.023
soybean,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,19,0.608,0.608,0.608,36.9,3.379,124.8,0.908,0.89,0.944,0.928,0.084,0.084,0.084,1.101,0.18,9.636,0.01,0.036,0.01,0.032
soybean,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,19,0.626,0.626,0.626,42.5,3.571,151.9,0.902,0.887,0.941,0.925,0.103,0.103,0.103,1.958,0.148,11.695,0.012,0.031,0.011,0.032
soybean,RuleKit_mincov-5_measure-C2,19,0.454,0.454,0.454,40.4,3.272,132.3,0.945,0.905,0.964,0.928,0.154,0.154,0.154,1.647,0.109,9.274,0.011,0.025,0.006,0.022
soybean,RuleKit_mincov-5_measure-C2_maxNbRules-10,19,0.66,0.66,0.66,61.2,3.511,215.0,0.97,0.915,0.986,0.951,0.054,0.054,0.054,2.573,0.068,12.138,0.004,0.018,0.003,0.011
soybean,RuleKit_mincov-5_measure-C2_maxNbRules-100,19,0.719,0.719,0.719,80.7,3.838,309.9,0.979,0.93,0.991,0.96,0.083,0.083,0.083,2.452,0.121,17.413,0.006,0.031,0.002,0.018
soybean,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,19,0.448,0.448,0.448,40.0,3.093,123.7,0.935,0.905,0.971,0.947,0.071,0.071,0.071,0.943,0.072,2.983,0.009,0.026,0.006,0.019
soybean,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,19,0.724,0.724,0.724,61.5,3.522,216.7,0.97,0.915,0.986,0.951,0.14,0.14,0.14,2.718,0.065,12.544,0.004,0.018,0.003,0.011
soybean,RuleKit_mincov-5_measure-C2_maxNbRules-3,19,0.597,0.597,0.597,33.3,3.054,101.7,0.916,0.89,0.962,0.935,0.026,0.026,0.026,0.675,0.053,2.058,0.01,0.031,0.005,0.017
soybean,RuleKit_mincov-5_measure-C2_maxNbRules-5,19,0.61,0.61,0.61,44.7,3.215,143.7,0.944,0.912,0.973,0.95,0.119,0.119,0.119,0.949,0.084,4.244,0.01,0.035,0.008,0.013
soybean,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,19,0.849,0.849,0.849,75.9,3.81,289.5,0.978,0.931,0.991,0.96,0.073,0.073,0.073,4.012,0.127,23.651,0.005,0.031,0.003,0.018
soybean,RuleKit_mincov-5_measure-Correlation,19,0.666,0.666,0.666,30.6,3.386,103.7,0.899,0.874,0.934,0.914,0.056,0.056,0.056,0.966,0.14,7.166,0.01,0.032,0.007,0.024
soybean,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,19,0.532,0.532,0.532,41.9,3.486,146.3,0.908,0.883,0.944,0.925,0.055,0.055,0.055,2.961,0.129,14.69,0.01,0.03,0.01,0.03
soybean,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,19,0.726,0.726,0.726,45.6,3.573,163.1,0.9,0.887,0.94,0.925,0.084,0.084,0.084,2.459,0.13,13.511,0.01,0.033,0.011,0.034
soybean,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,19,0.67,0.67,0.67,31.1,3.066,95.4,0.926,0.911,0.956,0.94,0.052,0.052,0.052,0.738,0.125,5.358,0.006,0.02,0.01,0.023
soybean,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,19,0.7,0.7,0.7,39.5,3.402,134.5,0.909,0.887,0.945,0.926,0.066,0.066,0.066,2.593,0.127,11.9,0.014,0.034,0.012,0.027
soybean,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,19,0.534,0.534,0.534,31.1,3.066,95.4,0.926,0.911,0.956,0.94,0.102,0.102,0.102,0.738,0.125,5.358,0.006,0.02,0.01,0.023
soybean,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,19,0.618,0.618,0.618,36.9,3.379,124.8,0.908,0.89,0.944,0.928,0.082,0.082,0.082,1.101,0.18,9.636,0.01,0.036,0.01,0.032
soybean,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,19,0.686,0.686,0.686,42.5,3.571,151.9,0.902,0.887,0.941,0.925,0.093,0.093,0.093,1.958,0.148,11.695,0.012,0.031,0.011,0.032
splice,AQ15,3,36.087,36.087,36.087,151.1,10.175,1539.6,0.993,0.951,0.991,0.944,7.98,7.98,7.98,17.058,0.271,197.107,0.009,0.01,0.012,0.009
splice,CN2_default,3,62.439,62.482,62.45,360.6,2.001,721.6,1.0,0.887,1.0,0.88,2.158,2.159,2.157,12.367,0.024,31.497,0.0,0.016,0.0,0.017
splice,CN2_v2,3,11.66,11.671,11.661,217.2,2.221,482.4,0.996,0.895,0.995,0.896,0.508,0.509,0.508,4.237,0.028,10.448,0.001,0.015,0.001,0.016
splice,IDS,3,4.862,4.866,4.862,15.8,1.939,30.6,0.536,0.529,0.416,0.411,0.128,0.128,0.128,3.645,0.089,6.947,0.027,0.026,0.106,0.101
splice,JRip,3,0.271,15.154,0.528,13.4,4.103,55.9,0.959,0.944,0.96,0.944,0.078,19.3,0.357,4.812,0.255,22.854,0.005,0.015,0.008,0.016
splice,LORD,3,0.361,0.361,0.361,347.7,3.918,1362.5,,0.937,,,0.325,0.325,0.325,5.143,0.034,26.945,,0.006,,
splice,MLRules,3,17.595,17.61,17.598,100.0,5.862,586.2,0.992,0.96,0.991,0.96,0.188,0.183,0.188,0.0,0.135,13.53,0.001,0.01,0.001,0.012
splice,OneR,3,0.002,0.002,0.002,5.0,1.0,5.0,0.634,0.634,0.585,0.585,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.022,0.002,0.015
splice,RuleKit_mincov-10perMinClass_measure-C2,3,0.553,0.553,0.553,15.4,1.86,28.7,0.921,0.921,0.914,0.914,0.101,0.101,0.101,1.174,0.077,3.164,0.002,0.018,0.003,0.02
splice,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,3,0.492,0.492,0.492,25.9,2.699,69.9,0.907,0.904,0.922,0.918,0.074,0.074,0.074,0.876,0.071,3.107,0.007,0.016,0.004,0.014
splice,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,3,0.733,0.733,0.733,144.6,3.133,454.0,0.947,0.931,0.949,0.934,0.1,0.1,0.1,8.796,0.122,45.321,0.005,0.011,0.006,0.011
splice,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,3,0.415,0.415,0.415,5.6,2.643,11.8,0.9,0.903,0.877,0.882,0.059,0.059,0.059,5.797,0.575,9.343,0.014,0.025,0.024,0.038
splice,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,3,0.506,0.506,0.506,7.4,2.532,18.7,0.914,0.911,0.918,0.914,0.067,0.067,0.067,0.516,0.101,0.823,0.002,0.016,0.003,0.02
splice,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,3,0.505,0.505,0.505,4.0,3.0,12.0,0.924,0.924,0.915,0.915,0.122,0.122,0.122,0.0,0.0,0.0,0.001,0.013,0.002,0.016
splice,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,3,0.464,0.464,0.464,11.1,2.414,26.8,0.89,0.882,0.901,0.893,0.065,0.065,0.065,0.316,0.136,1.687,0.012,0.016,0.01,0.013
splice,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,3,0.52,0.52,0.52,20.6,2.731,56.3,0.917,0.911,0.925,0.917,0.091,0.091,0.091,2.221,0.106,6.8,0.009,0.013,0.008,0.011
splice,RuleKit_mincov-10perMinClass_measure-Correlation,3,0.468,0.468,0.468,9.8,1.548,15.2,0.899,0.901,0.911,0.913,0.087,0.087,0.087,0.632,0.073,1.549,0.003,0.014,0.005,0.014
splice,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,3,0.488,0.488,0.488,19.1,1.591,30.4,0.712,0.706,0.787,0.783,0.059,0.059,0.059,0.738,0.084,2.221,0.012,0.024,0.008,0.02
splice,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,3,0.505,0.505,0.505,33.8,1.589,53.7,0.827,0.827,0.86,0.86,0.073,0.073,0.073,1.814,0.059,3.498,0.007,0.028,0.005,0.023
splice,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,3,0.477,0.477,0.477,9.8,1.548,15.2,0.899,0.901,0.911,0.913,0.086,0.086,0.086,0.632,0.073,1.549,0.003,0.014,0.005,0.014
splice,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,3,0.426,0.426,0.426,4.4,2.38,10.5,0.836,0.836,0.87,0.869,0.09,0.09,0.09,0.966,0.371,2.838,0.055,0.046,0.036,0.027
splice,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,3,0.446,0.446,0.446,5.0,2.36,11.8,0.829,0.829,0.867,0.868,0.064,0.064,0.064,0.0,0.295,1.476,0.049,0.046,0.033,0.029
splice,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,3,0.421,0.421,0.421,12.2,1.716,21.0,0.677,0.671,0.767,0.762,0.046,0.046,0.046,0.789,0.18,3.162,0.036,0.03,0.025,0.023
splice,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,3,0.472,0.472,0.472,12.3,1.741,21.5,0.673,0.668,0.764,0.76,0.072,0.072,0.072,0.949,0.181,3.536,0.041,0.03,0.029,0.023
splice,RuleKit_mincov-5_measure-C2,3,0.544,0.544,0.544,81.5,2.309,188.3,0.941,0.933,0.943,0.935,0.09,0.09,0.09,1.841,0.075,9.487,0.005,0.013,0.003,0.014
splice,RuleKit_mincov-5_measure-C2_maxNbRules-10,3,0.521,0.521,0.521,25.9,2.699,69.9,0.907,0.904,0.922,0.918,0.094,0.094,0.094,0.876,0.071,3.107,0.007,0.016,0.004,0.014
